events,date
,2019-07-04
[],
,2019-07-03
"[{'type': '投资', 'offset': [76, 78], 'trigger': '投资', 'arguments': [{'mention': '中国绿色债券', 'offset': [1134, 1140], 'role': '投资-obj'}, {'mention': '7484.01亿人民币', 'offset': [33, 44], 'role': '投资-money'}]}]",
,2019-07-02
"[{'type': '支付/给付', 'offset': [97, 99], 'trigger': '发行', 'arguments': [{'mention': '今年5月', 'offset': [227, 231], 'role': '时间'}, {'mention': '金融管理局', 'offset': [52, 57], 'role': '发布方'}, {'mention': '首批绿色债券', 'offset': [99, 105], 'role': '发布产品'}]}]",
,2019-07-01
[],
,2019-07-01
"[{'type': '投资', 'offset': [26, 28], 'trigger': '投资', 'arguments': [{'mention': '武汉', 'offset': [10, 12], 'role': '地点'}, {'mention': '6月26日', 'offset': [0, 5], 'role': '时间'}]}, {'type': '介绍/引荐', 'offset': [188, 190], 'trigger': '介绍', 'arguments': [{'mention': '武汉', 'offset': [10, 12], 'role': '地点'}, {'mention': '6月26日', 'offset': [0, 5], 'role': '时间'}]}]",
,2019-06-28
"[{'type': '投资', 'offset': [54, 56], 'trigger': '发行', 'arguments': [{'mention': '赣江新区', 'offset': [27, 31], 'role': '发布方'}, {'mention': '2019年6月18日', 'offset': [0, 10], 'role': '时间'}]}, {'type': '建议', 'offset': [209, 211], 'trigger': '建议', 'arguments': [{'mention': '赣江新区', 'offset': [27, 31], 'role': '发布方'}, {'mention': '2019年6月18日', 'offset': [0, 10], 'role': '时间'}]}]",
,2019-06-26
"[{'type': '要求/请求', 'offset': [139, 141], 'trigger': '指示', 'arguments': [{'mention': '金融机构', 'offset': [205, 209], 'role': '投资-sub'}, {'mention': '先进制造业', 'offset': [212, 217], 'role': '投资-obj'}]}]",
,2019-06-26
[],
,2019-06-21
"[{'type': '运输/运送', 'offset': [157, 159], 'trigger': '航运', 'arguments': [{'mention': '11家银行', 'offset': [141, 146], 'role': '发布方'}, {'mention': '新航运贷款', 'offset': [156, 161], 'role': '发布产品'}, {'mention': '周一', 'offset': [147, 149], 'role': '时间'}]}]",
,2019-06-19
"[{'type': '投资', 'offset': [66, 68], 'trigger': '融资', 'arguments': [{'mention': '17万亿元', 'offset': [71, 76], 'role': '投资-money'}, {'mention': '绿色产业基金', 'offset': [95, 101], 'role': '投资-obj'}]}]",
,2019-06-11
[],
,2019-06-06
"[{'type': '投资', 'offset': [78, 80], 'trigger': '投资', 'arguments': [{'mention': '2018年12月', 'offset': [91, 99], 'role': '时间'}, {'mention': '中国金融学会绿色金融委员会联合英国伦敦金融城', 'offset': [100, 122], 'role': '发布方'}, {'mention': '“一带一路”绿色投资原则', 'offset': [128, 140], 'role': '发布产品'}]}]",
,2019-05-30
"[{'type': '通知/提醒', 'offset': [17, 19], 'trigger': '发布', 'arguments': [{'mention': '人民银行等7部门', 'offset': [9, 17], 'role': '发布方'}, {'mention': '2015年12月', 'offset': [0, 8], 'role': '时间'}]}]",
,2019-05-27
"[{'type': '要求/请求', 'offset': [13, 15], 'trigger': '决定', 'arguments': [{'mention': '2019年5月13日', 'offset': [178, 188], 'role': '时间'}, {'mention': '中国人民银行', 'offset': [189, 195], 'role': '发布方'}, {'mention': '绿色债务融资工具', 'offset': [216, 224], 'role': '发布产品'}]}, {'type': '支付/给付', 'offset': [214, 216], 'trigger': '发行', 'arguments': [{'mention': '中国人民银行', 'offset': [189, 195], 'role': '发布方'}, {'mention': '绿色债务融资工具', 'offset': [216, 224], 'role': '发布产品'}, {'mention': '2019年5月13日', 'offset': [178, 188], 'role': '时间'}]}, {'type': '要求/请求', 'offset': [774, 776], 'trigger': '要求', 'arguments': [{'mention': '2019年5月13日', 'offset': [178, 188], 'role': '时间'}, {'mention': '绿色债务融资工具', 'offset': [216, 224], 'role': '发布产品'}, {'mention': '中国人民银行', 'offset': [189, 195], 'role': '发布方'}]}]",
,2019-05-16
"[{'type': '提供', 'offset': [154, 156], 'trigger': '提供', 'arguments': [{'mention': '发达国家', 'offset': [181, 185], 'role': '投资-sub'}, {'mention': '发展中国家', 'offset': [87, 92], 'role': '投资-obj'}]}, {'type': '帮助/救助', 'offset': [158, 160], 'trigger': '扶持', 'arguments': [{'mention': '发展中国家', 'offset': [87, 92], 'role': '投资-obj'}, {'mention': '发达国家', 'offset': [181, 185], 'role': '投资-sub'}]}]",
,2019-05-15
"[{'type': '提供', 'offset': [155, 157], 'trigger': '服务', 'arguments': [{'mention': '银行业绿色零售业务', 'offset': [239, 248], 'role': '发布产品'}, {'mention': '中央财经大学绿色金融国际研究院', 'offset': [203, 218], 'role': '发布方'}]}]",
,2019-05-14
"[{'type': '通知/提醒', 'offset': [32, 34], 'trigger': '通知', 'arguments': [{'mention': '绿色债务融资工具', 'offset': [23, 31], 'role': '股份股权转让-target-company'}, {'mention': '中国人民银行广州分行', 'offset': [46, 56], 'role': '股份股权转让-obj-org'}, {'mention': '绿色债务融资工具', 'offset': [23, 31], 'role': '股份股权转让-collateral'}]}]",
,2019-05-13
"[{'type': '介绍/引荐', 'offset': [992, 994], 'trigger': '介绍', 'arguments': [{'mention': '近日', 'offset': [33, 35], 'role': '时间'}, {'mention': '绿色债券', 'offset': [47, 51], 'role': '发布产品'}, {'mention': '香港特区政府', 'offset': [36, 42], 'role': '发布方'}]}, {'type': '介绍/引荐', 'offset': [44, 46], 'trigger': '推出', 'arguments': [{'mention': '绿色债券', 'offset': [47, 51], 'role': '发布产品'}, {'mention': '香港特区政府', 'offset': [36, 42], 'role': '发布方'}, {'mention': '近日', 'offset': [33, 35], 'role': '时间'}]}]",
,2019-05-10
"[{'type': '介绍/引荐', 'offset': [14, 16], 'trigger': '公布', 'arguments': [{'mention': '金管局', 'offset': [8, 11], 'role': '约谈发起方'}, {'mention': '8日', 'offset': [81, 83], 'role': '时间'}, {'mention': '业界', 'offset': [43, 45], 'role': '约谈对象'}]}]",
,2019-05-10
"[{'type': '提供', 'offset': [185, 187], 'trigger': '提供', 'arguments': [{'mention': '近日', 'offset': [22, 24], 'role': '投资-date'}, {'mention': '重庆市首单绿色债务融资工具', 'offset': [0, 13], 'role': '投资-obj'}, {'mention': '重庆市南州水务(集团)有限公司', 'offset': [42, 57], 'role': '投资-sub'}]}]",
,2019-05-07
"[{'type': '投资', 'offset': [251, 253], 'trigger': '投资', 'arguments': [{'mention': '国务院', 'offset': [130, 133], 'role': '发布方'}, {'mention': '《“十三五”控制温室气体排放工作方案》', 'offset': [136, 155], 'role': '发布产品'}]}, {'type': '要求/请求', 'offset': [42, 44], 'trigger': '提出', 'arguments': [{'mention': '《“十三五”控制温室气体排放工作方案》', 'offset': [136, 155], 'role': '发布产品'}, {'mention': '国务院', 'offset': [130, 133], 'role': '发布方'}]}]",
,2019-05-06
[],
,2019-04-28
"[{'type': '投资', 'offset': [801, 803], 'trigger': '投资', 'arguments': [{'mention': '中国', 'offset': [62, 64], 'role': '发布方'}, {'mention': '2013年9月和10月', 'offset': [268, 279], 'role': '时间'}]}]",
,2019-04-24
"[{'type': '介绍/引荐', 'offset': [156, 158], 'trigger': '介绍', 'arguments': [{'mention': '绿色金融', 'offset': [87, 91], 'role': '投资-obj'}, {'mention': '清华大学国家金融研究院金融与发展研究中心主任马骏', 'offset': [18, 42], 'role': '投资-sub'}]}]",
,2019-04-19
"[{'type': '帮助/救助', 'offset': [174, 176], 'trigger': '帮助', 'arguments': [{'mention': '扶贫债', 'offset': [247, 250], 'role': '发布产品'}]}]",
,2019-04-16
"[{'type': '投资', 'offset': [71, 73], 'trigger': '投资', 'arguments': [{'mention': '2013年', 'offset': [150, 155], 'role': '时间'}, {'mention': '绿色公司债券', 'offset': [104, 110], 'role': '发布产品'}]}, {'type': '股份股权转让', 'offset': [162, 164], 'trigger': '发行', 'arguments': [{'mention': '2013年', 'offset': [150, 155], 'role': '时间'}, {'mention': '绿色公司债券', 'offset': [104, 110], 'role': '发布产品'}]}]",
,2019-04-16
"[{'type': '投资', 'offset': [2, 4], 'trigger': '投资', 'arguments': [{'mention': '2019年3月6日', 'offset': [43, 52], 'role': '时间'}, {'mention': '国家发改委', 'offset': [53, 58], 'role': '发布方'}]}]",
,2019-04-14
"[{'type': '通知/提醒', 'offset': [42, 44], 'trigger': '通知', 'arguments': [{'mention': '2018年', 'offset': [110, 115], 'role': '时间'}, {'mention': '绿色公司债券', 'offset': [32, 38], 'role': '发布产品'}, {'mention': '沪深交易所', 'offset': [19, 24], 'role': '发布方'}]}]",
,2019-04-13
[],
,2019-04-11
"[{'type': '提供', 'offset': [60, 62], 'trigger': '发放', 'arguments': [{'mention': '2019年', 'offset': [129, 134], 'role': '时间'}, {'mention': '肇庆市碳排放排控企业', 'offset': [182, 192], 'role': '约谈对象'}]}, {'type': '支付/给付', 'offset': [60, 62], 'trigger': '发放', 'arguments': [{'mention': '肇庆市碳排放排控企业', 'offset': [182, 192], 'role': '约谈对象'}, {'mention': '2019年', 'offset': [129, 134], 'role': '时间'}]}, {'type': '提供', 'offset': [512, 514], 'trigger': '提供', 'arguments': [{'mention': '肇庆市碳排放排控企业', 'offset': [182, 192], 'role': '约谈对象'}, {'mention': '2019年', 'offset': [129, 134], 'role': '时间'}]}]",
,2019-04-10
"[{'type': '邀请/招揽', 'offset': [15, 17], 'trigger': '会见', 'arguments': [{'mention': '德国宝马集团董事长科鲁格', 'offset': [32, 44], 'role': '会见对象'}, {'mention': '3月23日下午', 'offset': [0, 7], 'role': '时间'}, {'mention': '日本日立集团董事长中西宏明', 'offset': [18, 31], 'role': '会见对象'}, {'mention': '陈吉宁', 'offset': [10, 13], 'role': '会见主体'}, {'mention': '英国伦敦金融城市长艾思林', 'offset': [45, 57], 'role': '会见对象'}]}, {'type': '介绍/引荐', 'offset': [76, 78], 'trigger': '介绍', 'arguments': [{'mention': '英国伦敦金融城市长艾思林', 'offset': [45, 57], 'role': '会见对象'}, {'mention': '陈吉宁', 'offset': [10, 13], 'role': '会见主体'}, {'mention': '德国宝马集团董事长科鲁格', 'offset': [32, 44], 'role': '会见对象'}, {'mention': '3月23日下午', 'offset': [0, 7], 'role': '时间'}, {'mention': '日本日立集团董事长中西宏明', 'offset': [18, 31], 'role': '会见对象'}]}]",
,2019-03-26
[],
,2019-03-25
[],
,2019-03-21
"[{'type': '股份股权转让', 'offset': [28, 30], 'trigger': '融资', 'arguments': [{'mention': '股票', 'offset': [100, 102], 'role': '股份股权转让-collateral'}]}, {'type': '投资', 'offset': [28, 30], 'trigger': '融资', 'arguments': [{'mention': '股票', 'offset': [100, 102], 'role': '股份股权转让-collateral'}]}]",
,2019-03-18
[],
,2019-03-14
"[{'type': '建议', 'offset': [38, 40], 'trigger': '建议', 'arguments': [{'mention': '魏明德', 'offset': [35, 38], 'role': '点赞方'}, {'mention': '可持续发展、低碳及可抵御气候变化的产业与项目', 'offset': [56, 78], 'role': '点赞对象'}]}]",
,2019-03-12
"[{'type': '建议', 'offset': [27, 29], 'trigger': '建议', 'arguments': [{'mention': '国家储备林建设', 'offset': [54, 61], 'role': '投资-obj'}, {'mention': '国家林业和草原局副局长刘东生', 'offset': [7, 21], 'role': '投资-sub'}]}]",
,2019-03-11
"[{'type': '建议', 'offset': [224, 226], 'trigger': '提给', 'arguments': [{'mention': '梅地亚两会新闻中心', 'offset': [18, 27], 'role': '地点'}, {'mention': '全国政协十三届二次会议', 'offset': [0, 11], 'role': '活动名称'}, {'mention': '去年', 'offset': [238, 240], 'role': '时间'}]}]",
,2019-03-07
"[{'type': '要求/请求', 'offset': [863, 865], 'trigger': '要求', 'arguments': [{'mention': '2013年6月', 'offset': [201, 208], 'role': '时间'}]}]",
,2019-03-01
[],
,2019-02-20
"[{'type': '投资', 'offset': [38, 40], 'trigger': '融资', 'arguments': [{'mention': '美国绿色市政债', 'offset': [128, 135], 'role': '投资-obj'}]}]",
,2019-02-13
"[{'type': '要求/请求', 'offset': [63, 65], 'trigger': '要求', 'arguments': [{'mention': '日前', 'offset': [107, 109], 'role': '时间'}]}]",
,2019-02-13
[],
,2019-01-21
"[{'type': '签订合同/订立协议', 'offset': [5233, 5235], 'trigger': '协议', 'arguments': [{'mention': '2018年12月', 'offset': [36, 44], 'role': '时间'}, {'mention': '波兰卡托维兹', 'offset': [62, 68], 'role': '地点'}, {'mention': '第24次联合国气候变化缔约方大会', 'offset': [45, 61], 'role': '活动名称'}]}]",
,2019-01-03
"[{'type': '投资', 'offset': [164, 166], 'trigger': '贷款', 'arguments': [{'mention': '绿舍都会建筑公司', 'offset': [227, 235], 'role': '投资-obj'}, {'mention': '戴锦辉', 'offset': [215, 218], 'role': '投资-sub'}]}]",
,2018-12-27
"[{'type': '通知/提醒', 'offset': [31, 33], 'trigger': '表示', 'arguments': [{'mention': '10月', 'offset': [164, 167], 'role': '时间'}]}]",
,2018-12-18
"[{'type': '投资', 'offset': [9, 11], 'trigger': '投资', 'arguments': [{'mention': '《“一带一路”绿色投资原则', 'offset': [190, 203], 'role': '发布产品'}, {'mention': '不久前', 'offset': [182, 185], 'role': '时间'}, {'mention': '绿金委与英国有关机构', 'offset': [172, 182], 'role': '发布方'}]}, {'type': '介绍/引荐', 'offset': [169, 171], 'trigger': '介绍', 'arguments': [{'mention': '不久前', 'offset': [182, 185], 'role': '时间'}, {'mention': '绿金委与英国有关机构', 'offset': [172, 182], 'role': '发布方'}, {'mention': '《“一带一路”绿色投资原则', 'offset': [190, 203], 'role': '发布产品'}]}]",
,2018-12-12
"[{'type': '介绍/引荐', 'offset': [4, 6], 'trigger': '介绍', 'arguments': [{'mention': '联合-中国绿色债券信用指数', 'offset': [6, 19], 'role': '发布产品'}, {'mention': '2018年9月20日', 'offset': [181, 191], 'role': '时间'}]}]",
,2018-11-30
[],
,2018-11-12
"[{'type': '要求/请求', 'offset': [173, 175], 'trigger': '要求', 'arguments': [{'mention': '2016年6月', 'offset': [135, 142], 'role': '时间'}, {'mention': '七部委', 'offset': [143, 146], 'role': '发布方'}, {'mention': '绿色债券', 'offset': [118, 122], 'role': '发布产品'}]}]",
,2018-11-12
[],
,2018-11-07
"[{'type': '介绍/引荐', 'offset': [8, 10], 'trigger': '推出', 'arguments': [{'mention': '2017年12月', 'offset': [129, 137], 'role': '时间'}, {'mention': '碳排放权交易市场', 'offset': [49, 57], 'role': '发布产品'}, {'mention': '七部委', 'offset': [5, 8], 'role': '发布方'}]}, {'type': '买卖', 'offset': [42, 44], 'trigger': '交易', 'arguments': [{'mention': '碳排放权交易市场', 'offset': [49, 57], 'role': '发布产品'}, {'mention': '七部委', 'offset': [5, 8], 'role': '发布方'}, {'mention': '2017年12月', 'offset': [129, 137], 'role': '时间'}]}]",
,2018-11-01
"[{'type': '介绍/引荐', 'offset': [229, 231], 'trigger': '介绍', 'arguments': []}, {'type': '介绍/引荐', 'offset': [2, 4], 'trigger': '引言', 'arguments': []}]",
,2018-10-28
"[{'type': '要求/请求', 'offset': [210, 212], 'trigger': '提出', 'arguments': []}]",
,2018-10-17
[],
,2018-10-15
"[{'type': '介绍/引荐', 'offset': [111, 113], 'trigger': '介绍', 'arguments': [{'mention': '9月29日', 'offset': [0, 5], 'role': '时间'}, {'mention': '绿色资产风险权重', 'offset': [89, 97], 'role': '发布产品'}, {'mention': '中国人民银行货币政策委员会委员、中国金融学会绿色金融专业委员会主任、清华大学金融与发展研究中心主任马骏博士', 'offset': [31, 84], 'role': '发布方'}]}]",
,2018-09-30
"[{'type': '介绍/引荐', 'offset': [226, 228], 'trigger': '介绍', 'arguments': [{'mention': '9月29日', 'offset': [0, 5], 'role': '时间'}, {'mention': '赣江新区', 'offset': [6, 10], 'role': '发布方'}, {'mention': '《赣江新区绿色企业认定评价办法》、《赣江新区绿色项目认定评价办法》、《赣江新区企业环境信息披露指引》三项工作成果', 'offset': [155, 211], 'role': '发布产品'}]}]",
,2018-09-30
"[{'type': '放贷', 'offset': [13, 15], 'trigger': '放贷', 'arguments': [{'mention': '非存款类放贷组织', 'offset': [9, 17], 'role': '投资-obj'}, {'mention': '中国人民银行', 'offset': [0, 6], 'role': '投资-sub'}]}]",
,2018-09-26
[],
,2018-09-26
"[{'type': '投资', 'offset': [149, 151], 'trigger': '投资', 'arguments': [{'mention': '香港证监会', 'offset': [1, 6], 'role': '发布方'}, {'mention': '绿色金融产品', 'offset': [246, 252], 'role': '发布产品'}]}, {'type': '股份股权转让', 'offset': [53, 55], 'trigger': '上市', 'arguments': [{'mention': '香港证监会', 'offset': [1, 6], 'role': '发布方'}, {'mention': '绿色金融产品', 'offset': [246, 252], 'role': '发布产品'}]}]",
,2018-09-26
"[{'type': '组织行为开幕', 'offset': [83, 85], 'trigger': '举行', 'arguments': [{'mention': '长期以来支持碳市场工作的各位领导、专家、来宾', 'offset': [219, 241], 'role': '被感谢人'}, {'mention': '生态环境部应对气候变化司司长李高', 'offset': [86, 102], 'role': '致谢人'}]}]",
,2018-08-24
"[{'type': '归还/偿还', 'offset': [113, 115], 'trigger': '偿还', 'arguments': [{'mention': '光学级BOPET薄膜生产线项目', 'offset': [170, 185], 'role': '投资-obj'}, {'mention': '2亿元', 'offset': [198, 201], 'role': '投资-money'}]}]",
,2018-08-23
[],
,2018-08-14
"[{'type': '减持', 'offset': [76, 78], 'trigger': '使用', 'arguments': [{'mention': '近年来', 'offset': [0, 3], 'role': '时间'}, {'mention': '全球', 'offset': [59, 61], 'role': '地点'}]}]",
,2018-08-14
"[{'type': '获利', 'offset': [137, 139], 'trigger': '挣钱', 'arguments': [{'mention': '该项目核证的首批碳普惠减排量', 'offset': [179, 193], 'role': '交易物'}, {'mention': '下周', 'offset': [195, 197], 'role': '时间'}]}, {'type': '卖出', 'offset': [125, 127], 'trigger': '卖出', 'arguments': [{'mention': '下周', 'offset': [195, 197], 'role': '时间'}, {'mention': '该项目核证的首批碳普惠减排量', 'offset': [179, 193], 'role': '交易物'}]}, {'type': '同意/接受', 'offset': [158, 160], 'trigger': '批准', 'arguments': [{'mention': '下周', 'offset': [195, 197], 'role': '时间'}, {'mention': '该项目核证的首批碳普惠减排量', 'offset': [179, 193], 'role': '交易物'}]}]",
,2018-08-07
"[{'type': '通知/提醒', 'offset': [172, 174], 'trigger': '通知', 'arguments': [{'mention': '深交所', 'offset': [92, 95], 'role': '发布方'}, {'mention': '今年5月', 'offset': [224, 228], 'role': '时间'}, {'mention': '绿色公司债券', 'offset': [163, 169], 'role': '发布产品'}]}, {'type': '要求/请求', 'offset': [109, 111], 'trigger': '要求', 'arguments': [{'mention': '绿色公司债券', 'offset': [163, 169], 'role': '发布产品'}, {'mention': '深交所', 'offset': [92, 95], 'role': '发布方'}, {'mention': '今年5月', 'offset': [224, 228], 'role': '时间'}]}]",
,2018-07-31
"[{'type': '介绍/引荐', 'offset': [52, 54], 'trigger': '介绍', 'arguments': [{'mention': '原环保部', 'offset': [204, 208], 'role': '发布方'}, {'mention': '中国人民银行', 'offset': [189, 195], 'role': '发布方'}, {'mention': '财政部', 'offset': [196, 199], 'role': '发布方'}, {'mention': '2016年', 'offset': [183, 188], 'role': '时间'}]}]",
,2018-07-19
"[{'type': '要求/请求', 'offset': [66, 68], 'trigger': '要求', 'arguments': [{'mention': '绿色投资', 'offset': [1, 5], 'role': '投资-obj'}]}]",
,2018-07-13
[],
,2018-07-09
[],
,2018-06-19
"[{'type': '质押', 'offset': [123, 125], 'trigger': '质押', 'arguments': [{'mention': '碳配额', 'offset': [109, 112], 'role': '质押-collateral'}, {'mention': '商业银行', 'offset': [225, 229], 'role': '质押-sub-org'}]}]",
,2018-06-01
"[{'type': '介绍/引荐', 'offset': [317, 319], 'trigger': '介绍', 'arguments': [{'mention': '2017年', 'offset': [1, 6], 'role': '时间'}, {'mention': '《中国城市绿色金融报告(2017)》', 'offset': [136, 154], 'role': '发布产品'}]}, {'type': '介绍/引荐', 'offset': [217, 219], 'trigger': '引进', 'arguments': [{'mention': '2017年', 'offset': [1, 6], 'role': '时间'}, {'mention': '《中国城市绿色金融报告(2017)》', 'offset': [136, 154], 'role': '发布产品'}]}]",
,2018-05-29
"[{'type': '介绍/引荐', 'offset': [749, 751], 'trigger': '介绍', 'arguments': [{'mention': '5月20日', 'offset': [127, 132], 'role': '时间'}]}]",
,2018-05-29
"[{'type': '投资', 'offset': [140, 142], 'trigger': '投资', 'arguments': [{'mention': '上交所', 'offset': [15, 18], 'role': '发布方'}, {'mention': '2018年4月25日', 'offset': [4, 14], 'role': '时间'}]}, {'type': '发布', 'offset': [18, 20], 'trigger': '发布', 'arguments': [{'mention': '2018年4月25日', 'offset': [4, 14], 'role': '时间'}, {'mention': '上交所', 'offset': [15, 18], 'role': '发布方'}]}]",
,2018-05-02
"[{'type': '介绍/引荐', 'offset': [1538, 1540], 'trigger': '介绍', 'arguments': [{'mention': '近日', 'offset': [85, 87], 'role': '时间'}]}, {'type': '介绍/引荐', 'offset': [6, 8], 'trigger': '发行', 'arguments': [{'mention': '近日', 'offset': [85, 87], 'role': '时间'}]}]",
,2018-04-27
"[{'type': '建议', 'offset': [14, 16], 'trigger': '提出', 'arguments': [{'mention': '上海证券交易所', 'offset': [222, 229], 'role': '发布方'}, {'mention': '本愿景与行动计划', 'offset': [239, 247], 'role': '发布产品'}]}]",
,2018-04-27
"[{'type': '投资', 'offset': [92, 94], 'trigger': '投资', 'arguments': [{'mention': '碳金融', 'offset': [1, 4], 'role': '投资-obj'}, {'mention': '上海联合产权交易所投资管理总监肖荷', 'offset': [229, 246], 'role': '投资-sub'}]}]",
,2018-04-27
"[{'type': '介绍/引荐', 'offset': [218, 220], 'trigger': '介绍', 'arguments': [{'mention': '北京', 'offset': [86, 88], 'role': '地点'}, {'mention': '中央财经大学国际绿色金融研究院', 'offset': [136, 151], 'role': '活动名称'}, {'mention': '4月21日', 'offset': [49, 54], 'role': '时间'}, {'mention': '中国人民大学重阳金融研究院生态金融研究中心', 'offset': [114, 135], 'role': '活动名称'}]}]",
,2018-04-22
[],
,2018-04-16
"[{'type': '放贷', 'offset': [51, 53], 'trigger': '贷款', 'arguments': [{'mention': '4月1日', 'offset': [0, 4], 'role': '时间'}, {'mention': '持有合格的绿色债券、绿色信贷的银行业金融机构', 'offset': [214, 236], 'role': '约谈对象'}]}]",
,2018-04-02
"[{'type': '通知/提醒', 'offset': [14, 16], 'trigger': '发布', 'arguments': [{'mention': '上海证券交易所', 'offset': [4, 11], 'role': '发布方'}, {'mention': '首份社会责任报告', 'offset': [16, 24], 'role': '发布产品'}, {'mention': '23日', 'offset': [11, 14], 'role': '时间'}]}, {'type': '通知/提醒', 'offset': [22, 24], 'trigger': '报告', 'arguments': [{'mention': '23日', 'offset': [11, 14], 'role': '时间'}, {'mention': '首份社会责任报告', 'offset': [16, 24], 'role': '发布产品'}, {'mention': '上海证券交易所', 'offset': [4, 11], 'role': '发布方'}]}]",
,2018-03-26
"[{'type': '介绍/引荐', 'offset': [70, 72], 'trigger': '介绍', 'arguments': [{'mention': '“绿色金融认证计划”', 'offset': [27, 37], 'role': '发布产品'}, {'mention': '品质保证局', 'offset': [2, 7], 'role': '发布方'}, {'mention': '自2015年', 'offset': [209, 215], 'role': '时间'}]}, {'type': '邀请/招揽', 'offset': [14, 16], 'trigger': '仪式', 'arguments': [{'mention': '“绿色金融认证计划”', 'offset': [27, 37], 'role': '发布产品'}, {'mention': '品质保证局', 'offset': [2, 7], 'role': '发布方'}, {'mention': '自2015年', 'offset': [209, 215], 'role': '时间'}]}, {'type': '提供', 'offset': [54, 56], 'trigger': '提供', 'arguments': [{'mention': '品质保证局', 'offset': [2, 7], 'role': '发布方'}, {'mention': '自2015年', 'offset': [209, 215], 'role': '时间'}, {'mention': '“绿色金融认证计划”', 'offset': [27, 37], 'role': '发布产品'}]}]",
,2018-03-20
"[{'type': '投资', 'offset': [13, 15], 'trigger': '投资', 'arguments': [{'mention': '城投公司', 'offset': [157, 161], 'role': '投资-obj'}]}, {'type': '投资', 'offset': [19, 21], 'trigger': '融资', 'arguments': [{'mention': '城投公司', 'offset': [157, 161], 'role': '投资-obj'}]}]",
,2018-03-20
[],
,2018-03-19
"[{'type': '放贷', 'offset': [779, 781], 'trigger': '贷款', 'arguments': [{'mention': '2005年', 'offset': [241, 246], 'role': '时间'}, {'mention': '联合国', 'offset': [139, 142], 'role': '发布方'}]}]",
,2018-03-19
"[{'type': '要求/请求', 'offset': [821, 823], 'trigger': '要求', 'arguments': [{'mention': '2016年', 'offset': [119, 124], 'role': '时间'}, {'mention': '《落实', 'offset': [177, 180], 'role': '发布产品'}]}]",
,2018-03-16
"[{'type': '制造', 'offset': [1108, 1110], 'trigger': '生产', 'arguments': [{'mention': '当地38万亩果园', 'offset': [217, 225], 'role': '地点'}, {'mention': '树枝、树叶等废弃物15万吨以上', 'offset': [229, 244], 'role': '废弃物'}]}]",
,2018-02-27
"[{'type': '买卖', 'offset': [148, 150], 'trigger': '交易', 'arguments': [{'mention': '国际碳远期和碳期货市场', 'offset': [205, 216], 'role': '时间'}]}]",
,2018-02-25
"[{'type': '归还/偿还', 'offset': [47, 49], 'trigger': '发放', 'arguments': [{'mention': '前不久', 'offset': [42, 45], 'role': '时间'}, {'mention': '600万元', 'offset': [35, 40], 'role': '融资金额'}, {'mention': '广东省肇庆四会市骏马水泥有限公司(以下简称骏马水泥)', 'offset': [0, 26], 'role': '融资方'}]}]",
,2018-02-07
"[{'type': '介绍/引荐', 'offset': [932, 934], 'trigger': '介绍', 'arguments': [{'mention': '中国节能环保金融联盟', 'offset': [208, 218], 'role': '发布方'}, {'mention': '中国银行业协会', 'offset': [200, 207], 'role': '发布方'}, {'mention': '1月20日', 'offset': [187, 192], 'role': '时间'}, {'mention': '第二届中国节能环保产业与绿色金融高峰论坛', 'offset': [221, 241], 'role': '发布产品'}, {'mention': '中国节能协会', 'offset': [193, 199], 'role': '发布方'}]}]",
,2018-02-05
"[{'type': '要求/请求', 'offset': [170, 172], 'trigger': '要求', 'arguments': [{'mention': '十九大报告', 'offset': [13, 18], 'role': '时间'}]}]",
,2018-01-02
"[{'type': '组织行为召开', 'offset': [24, 26], 'trigger': '召开', 'arguments': [{'mention': '近日', 'offset': [22, 24], 'role': '时间'}, {'mention': '中央经济工作会议', 'offset': [27, 35], 'role': '约谈发起方'}]}, {'type': '要求/请求', 'offset': [601, 603], 'trigger': '要求', 'arguments': [{'mention': '中央经济工作会议', 'offset': [27, 35], 'role': '约谈发起方'}, {'mention': '近日', 'offset': [22, 24], 'role': '时间'}]}]",
,2017-12-27
"[{'type': '介绍/引荐', 'offset': [153, 155], 'trigger': '介绍', 'arguments': [{'mention': '深圳', 'offset': [46, 48], 'role': '地点'}, {'mention': '2017年12月18日', 'offset': [55, 66], 'role': '时间'}]}]",
,2017-12-20
[],
,2017-12-19
"[{'type': '建议', 'offset': [25, 27], 'trigger': '提出', 'arguments': [{'mention': '普惠金融和绿色金融', 'offset': [250, 259], 'role': '发布产品'}, {'mention': '国家', 'offset': [244, 246], 'role': '发布方'}]}]",
,2017-12-18
[],
,2017-12-17
[],
,2017-12-14
